step,train_loss_step,lr-AdamW,epoch,val_loss,train_loss_epoch,test_loss
20608,,0.001,,,,
20649,,0.001,,,,
20649,0.20218828320503235,,322,,,
20671,,,322,0.04312310367822647,,
20671,,,322,,0.23225827515125275,
20672,,0.001,,,,
20699,,0.001,,,,
20699,0.316623330116272,,323,,,
20735,,,323,0.04224235564470291,,
20735,,,323,,0.2322492152452469,
20736,,0.001,,,,
20749,,0.001,,,,
20749,0.27036339044570923,,324,,,
20799,,0.001,,,,
20799,0.22498519718647003,,324,,,
20799,,,324,0.04360417649149895,,
20799,,,324,,0.2328079789876938,
20800,,0.001,,,,
20849,,0.001,,,,
20849,0.1979542225599289,,325,,,
20863,,,325,0.04374716430902481,,
20863,,,325,,0.2312682569026947,
20864,,0.001,,,,
20899,,0.001,,,,
20899,0.11452877521514893,,326,,,
20927,,,326,0.043915603309869766,,
20927,,,326,,0.2301454395055771,
20928,,0.001,,,,
20949,,0.001,,,,
20949,0.18996833264827728,,327,,,
20991,,,327,0.0421321764588356,,
20991,,,327,,0.2323097288608551,
20992,,0.001,,,,
20999,,0.001,,,,
20999,0.18301671743392944,,328,,,
21049,,0.001,,,,
21049,0.2571849822998047,,328,,,
21055,,,328,0.04238729178905487,,
21055,,,328,,0.2292914092540741,
21056,,0.001,,,,
21099,,0.001,,,,
21099,0.19605693221092224,,329,,,
21119,,,329,0.04592980444431305,,
21119,,,329,,0.23103757202625275,
21120,,0.001,,,,
21149,,0.001,,,,
21149,0.24226364493370056,,330,,,
21183,,,330,0.04335091635584831,,
21183,,,330,,0.2337045818567276,
21184,,0.001,,,,
21199,,0.001,,,,
21199,0.2935566306114197,,331,,,
21247,,,331,0.04316806048154831,,
21247,,,331,,0.23180842399597168,
21248,,0.001,,,,
21249,,0.001,,,,
21249,0.12604829668998718,,332,,,
21299,,0.001,,,,
21299,0.25593096017837524,,332,,,
21311,,,332,0.04212133213877678,,
21311,,,332,,0.23228061199188232,
21312,,0.001,,,,
21349,,0.001,,,,
21349,0.2681751549243927,,333,,,
21375,,,333,0.0418149009346962,,
21375,,,333,,0.23333756625652313,
21376,,0.001,,,,
21399,,0.001,,,,
21399,0.2826107144355774,,334,,,
21439,,,334,0.04225068911910057,,
21439,,,334,,0.23169168829917908,
21440,,0.001,,,,
21449,,0.001,,,,
21449,0.21916541457176208,,335,,,
21499,,0.001,,,,
21499,0.13455656170845032,,335,,,
21503,,,335,0.04275582358241081,,
21503,,,335,,0.23079387843608856,
21504,,0.001,,,,
21549,,0.001,,,,
21549,0.24539747834205627,,336,,,
21567,,,336,0.043399449437856674,,
21567,,,336,,0.23042362928390503,
21568,,0.001,,,,
21599,,0.001,,,,
21599,0.22877374291419983,,337,,,
21631,,,337,0.043563906103372574,,
21631,,,337,,0.23110491037368774,
21632,,0.001,,,,
21649,,0.001,,,,
21649,0.12063585221767426,,338,,,
21695,,,338,0.04477584362030029,,
21695,,,338,,0.23322992026805878,
21696,,0.001,,,,
21699,,0.001,,,,
21699,0.22851520776748657,,339,,,
21749,,0.001,,,,
21749,0.20814698934555054,,339,,,
21759,,,339,0.0428340807557106,,
21759,,,339,,0.23173362016677856,
21760,,0.001,,,,
21799,,0.001,,,,
21799,0.2700484097003937,,340,,,
21823,,,340,0.04242794215679169,,
21823,,,340,,0.23329859972000122,
21824,,0.001,,,,
21849,,0.001,,,,
21849,0.31085315346717834,,341,,,
21887,,,341,0.04168456792831421,,
21887,,,341,,0.2307426482439041,
21888,,0.001,,,,
21899,,0.001,,,,
21899,0.24520200490951538,,342,,,
21949,,0.001,,,,
21949,0.1581743359565735,,342,,,
21951,,,342,0.04383242130279541,,
21951,,,342,,0.23110587894916534,
21952,,0.001,,,,
21999,,0.001,,,,
21999,0.267696738243103,,343,,,
22015,,,343,0.04222888872027397,,
22015,,,343,,0.2316308468580246,
22016,,0.001,,,,
22049,,0.001,,,,
22049,0.26220017671585083,,344,,,
22079,,,344,0.04225415363907814,,
22079,,,344,,0.23087291419506073,
22080,,0.001,,,,
22099,,0.001,,,,
22099,0.2834808826446533,,345,,,
22143,,,345,0.042145732790231705,,
22143,,,345,,0.23005878925323486,
22144,,0.001,,,,
22149,,0.001,,,,
22149,0.28628671169281006,,346,,,
22199,,0.001,,,,
22199,0.17653539776802063,,346,,,
22207,,,346,0.047909948974847794,,
22207,,,346,,0.23443780839443207,
22208,,0.001,,,,
22249,,0.001,,,,
22249,0.2757987976074219,,347,,,
22271,,,347,0.04319562017917633,,
22271,,,347,,0.23253868520259857,
22272,,0.001,,,,
22299,,0.001,,,,
22299,0.28098809719085693,,348,,,
22335,,,348,0.042417000979185104,,
22335,,,348,,0.23026375472545624,
22336,,0.001,,,,
22349,,0.001,,,,
22349,0.2739570140838623,,349,,,
22399,,0.001,,,,
22399,0.20261666178703308,,349,,,
22399,,,349,0.0432472750544548,,
22399,,,349,,0.23160342872142792,
22400,,0.001,,,,
22449,,0.001,,,,
22449,0.23989449441432953,,350,,,
22463,,,350,0.04207077622413635,,
22463,,,350,,0.23312288522720337,
22464,,0.001,,,,
22499,,0.001,,,,
22499,0.20724934339523315,,351,,,
22527,,,351,0.04259030893445015,,
22527,,,351,,0.23342768847942352,
22528,,0.001,,,,
22549,,0.001,,,,
22549,0.2584168314933777,,352,,,
22591,,,352,0.04285585880279541,,
22591,,,352,,0.23145468533039093,
22592,,0.001,,,,
22599,,0.001,,,,
22599,0.25964608788490295,,353,,,
22649,,0.001,,,,
22649,0.24915571510791779,,353,,,
22655,,,353,0.04324530065059662,,
22655,,,353,,0.23115649819374084,
22656,,0.001,,,,
22699,,0.001,,,,
22699,0.2388383448123932,,354,,,
22719,,,354,0.04363187029957771,,
22719,,,354,,0.23423413932323456,
22720,,0.001,,,,
22749,,0.001,,,,
22749,0.1918800324201584,,355,,,
22783,,,355,0.042165860533714294,,
22783,,,355,,0.23105327785015106,
22784,,0.001,,,,
22799,,0.001,,,,
22799,0.19761709868907928,,356,,,
22847,,,356,0.04347847402095795,,
22847,,,356,,0.23026005923748016,
22848,,0.001,,,,
22849,,0.001,,,,
22849,0.20265081524848938,,357,,,
22899,,0.001,,,,
22899,0.27928194403648376,,357,,,
22911,,,357,0.046773381531238556,,
22911,,,357,,0.23212756216526031,
22912,,0.001,,,,
22949,,0.001,,,,
22949,0.19574779272079468,,358,,,
22975,,,358,0.04221368581056595,,
22975,,,358,,0.23167216777801514,
22976,,0.001,,,,
22999,,0.001,,,,
22999,0.3023677170276642,,359,,,
23039,,,359,0.042551543563604355,,
23039,,,359,,0.2294294387102127,
23040,,0.001,,,,
23049,,0.001,,,,
23049,0.2462620884180069,,360,,,
23099,,0.001,,,,
23099,0.21416334807872772,,360,,,
23103,,,360,0.04227544739842415,,
23103,,,360,,0.23255212604999542,
23104,,0.001,,,,
23149,,0.001,,,,
23149,0.22125455737113953,,361,,,
23167,,,361,0.042355015873909,,
23167,,,361,,0.23225350677967072,
23168,,0.001,,,,
23199,,0.001,,,,
23199,0.2664646506309509,,362,,,
23231,,,362,0.0426451712846756,,
23231,,,362,,0.231324702501297,
23232,,0.001,,,,
23249,,0.001,,,,
23249,0.12216589599847794,,363,,,
23295,,,363,0.04251575097441673,,
23295,,,363,,0.23059947788715363,
23296,,0.001,,,,
23299,,0.001,,,,
23299,0.2489573061466217,,364,,,
23349,,0.001,,,,
23349,0.29549112915992737,,364,,,
23359,,,364,0.042041320353746414,,
23359,,,364,,0.2310335636138916,
23360,,0.001,,,,
23399,,0.001,,,,
23399,0.2624340057373047,,365,,,
23423,,,365,0.04247353598475456,,
23423,,,365,,0.23127210140228271,
23424,,0.001,,,,
23449,,0.001,,,,
23449,0.28693854808807373,,366,,,
23487,,,366,0.04230744019150734,,
23487,,,366,,0.23155665397644043,
23488,,0.001,,,,
23499,,0.001,,,,
23499,0.24049612879753113,,367,,,
23549,,0.001,,,,
23549,0.24023990333080292,,367,,,
23551,,,367,0.04165997728705406,,
23551,,,367,,0.2310357689857483,
23552,,0.001,,,,
23599,,0.001,,,,
23599,0.21470364928245544,,368,,,
23615,,,368,0.04344230517745018,,
23615,,,368,,0.23292620480060577,
23616,,0.001,,,,
23649,,0.001,,,,
23649,0.32464587688446045,,369,,,
23679,,,369,0.04229250177741051,,
23679,,,369,,0.23458701372146606,
23680,,0.001,,,,
23699,,0.001,,,,
23699,0.16630509495735168,,370,,,
23743,,,370,0.046049997210502625,,
23743,,,370,,0.22738346457481384,
23744,,0.001,,,,
23749,,0.001,,,,
23749,0.22136755287647247,,371,,,
23799,,0.001,,,,
23799,0.20718389749526978,,371,,,
23807,,,371,0.04311085864901543,,
23807,,,371,,0.23256359994411469,
23808,,0.001,,,,
23849,,0.001,,,,
23849,0.2319597452878952,,372,,,
23871,,,372,0.04697859659790993,,
23871,,,372,,0.23038387298583984,
23872,,0.001,,,,
23899,,0.001,,,,
23899,0.2325042188167572,,373,,,
23935,,,373,0.04228516295552254,,
23935,,,373,,0.2331797480583191,
23936,,0.001,,,,
23949,,0.001,,,,
23949,0.18128012120723724,,374,,,
23999,,0.001,,,,
23999,0.278380811214447,,374,,,
23999,,,374,0.04281293600797653,,
23999,,,374,,0.23427537083625793,
24000,,0.001,,,,
24049,,0.001,,,,
24049,0.20733954012393951,,375,,,
24063,,,375,0.04196370020508766,,
24063,,,375,,0.23184871673583984,
24064,,0.001,,,,
24099,,0.001,,,,
24099,0.2170703411102295,,376,,,
24127,,,376,0.04329874739050865,,
24127,,,376,,0.23088525235652924,
24128,,0.001,,,,
24149,,0.001,,,,
24149,0.1736184060573578,,377,,,
24191,,,377,0.04303048551082611,,
24191,,,377,,0.23316243290901184,
24192,,0.001,,,,
24199,,0.001,,,,
24199,0.25530245900154114,,378,,,
24249,,0.001,,,,
24249,0.19311992824077606,,378,,,
24255,,,378,0.04272622615098953,,
24255,,,378,,0.23194384574890137,
24256,,0.001,,,,
24299,,0.001,,,,
24299,0.3030545711517334,,379,,,
24319,,,379,0.04212084040045738,,
24319,,,379,,0.23280224204063416,
24320,,0.001,,,,
24349,,0.001,,,,
24349,0.22800858318805695,,380,,,
24383,,,380,0.04388236254453659,,
24383,,,380,,0.23339243233203888,
24384,,0.001,,,,
24399,,0.001,,,,
24399,0.21166381239891052,,381,,,
24447,,,381,0.04525059089064598,,
24447,,,381,,0.23198643326759338,
24448,,0.001,,,,
24449,,0.001,,,,
24449,0.25117164850234985,,382,,,
24499,,0.001,,,,
24499,0.24413694441318512,,382,,,
24511,,,382,0.04426688700914383,,
24511,,,382,,0.22952456772327423,
24512,,0.001,,,,
24549,,0.001,,,,
24549,0.29484403133392334,,383,,,
24575,,,383,0.04270936921238899,,
24575,,,383,,0.23042985796928406,
24576,,0.001,,,,
24599,,0.001,,,,
24599,0.2864455580711365,,384,,,
24639,,,384,0.042493224143981934,,
24639,,,384,,0.23340517282485962,
24640,,0.001,,,,
24649,,0.001,,,,
24649,0.15252059698104858,,385,,,
24699,,0.001,,,,
24699,0.22630177438259125,,385,,,
24703,,,385,0.04242286458611488,,
24703,,,385,,0.23125799000263214,
24704,,0.001,,,,
24749,,0.001,,,,
24749,0.2796187698841095,,386,,,
24767,,,386,0.04403286054730415,,
24767,,,386,,0.23028190433979034,
24768,,0.001,,,,
24799,,0.001,,,,
24799,0.25678664445877075,,387,,,
24831,,,387,0.0445316843688488,,
24831,,,387,,0.2311449646949768,
24832,,0.001,,,,
24849,,0.001,,,,
24849,0.2911383807659149,,388,,,
24895,,,388,0.04519547522068024,,
24895,,,388,,0.23264215886592865,
24896,,0.001,,,,
24899,,0.001,,,,
24899,0.2470330148935318,,389,,,
24949,,0.001,,,,
24949,0.219026118516922,,389,,,
24959,,,389,0.043313488364219666,,
24959,,,389,,0.23238395154476166,
24960,,0.001,,,,
24999,,0.001,,,,
24999,0.2544625401496887,,390,,,
25023,,,390,0.04244439676403999,,
25023,,,390,,0.23372364044189453,
25024,,0.001,,,,
25049,,0.001,,,,
25049,0.16013316810131073,,391,,,
25087,,,391,0.04627487063407898,,
25087,,,391,,0.2302154153585434,
25088,,0.001,,,,
25099,,0.001,,,,
25099,0.32026374340057373,,392,,,
25149,,0.001,,,,
25149,0.3131721615791321,,392,,,
25151,,,392,0.042244620621204376,,
25151,,,392,,0.23339717090129852,
25152,,0.001,,,,
25199,,0.001,,,,
25199,0.3033369481563568,,393,,,
25215,,,393,0.042761657387018204,,
25215,,,393,,0.23085784912109375,
25216,,0.001,,,,
25249,,0.001,,,,
25249,0.16991735994815826,,394,,,
25279,,,394,0.04304366931319237,,
25279,,,394,,0.23020310699939728,
25280,,0.001,,,,
25299,,0.001,,,,
25299,0.2333940863609314,,395,,,
25343,,,395,0.04675137996673584,,
25343,,,395,,0.23153668642044067,
25344,,0.001,,,,
25349,,0.001,,,,
25349,0.24099431931972504,,396,,,
25399,,0.001,,,,
25399,0.32362306118011475,,396,,,
25407,,,396,0.04376969486474991,,
25407,,,396,,0.23437270522117615,
25408,,0.001,,,,
25449,,0.001,,,,
25449,0.12606851756572723,,397,,,
25471,,,397,0.043635107576847076,,
25471,,,397,,0.23099739849567413,
25472,,0.001,,,,
25499,,0.001,,,,
25499,0.26024481654167175,,398,,,
25535,,,398,0.04243197664618492,,
25535,,,398,,0.23118776082992554,
25536,,0.001,,,,
25549,,0.001,,,,
25549,0.2960549592971802,,399,,,
25599,,0.001,,,,
25599,0.36396923661231995,,399,,,
25599,,,399,0.04231614992022514,,
25599,,,399,,0.23151294887065887,
25600,,0.001,,,,
25649,,0.001,,,,
25649,0.22417987883090973,,400,,,
25663,,,400,0.04249841719865799,,
25663,,,400,,0.2346513271331787,
25664,,0.001,,,,
25699,,0.001,,,,
25699,0.25487399101257324,,401,,,
25727,,,401,0.04203153774142265,,
25727,,,401,,0.2307918518781662,
25728,,0.001,,,,
25749,,0.001,,,,
25749,0.15564899146556854,,402,,,
25791,,,402,0.042089350521564484,,
25791,,,402,,0.2323485165834427,
25792,,0.001,,,,
25799,,0.001,,,,
25799,0.1844562441110611,,403,,,
25849,,0.001,,,,
25849,0.23351353406906128,,403,,,
25855,,,403,0.042645618319511414,,
25855,,,403,,0.2296164631843567,
25856,,0.001,,,,
25899,,0.001,,,,
25899,0.2677651345729828,,404,,,
25919,,,404,0.04353068768978119,,
25919,,,404,,0.232215017080307,
25920,,0.001,,,,
25949,,0.001,,,,
25949,0.2711906135082245,,405,,,
25983,,,405,0.04350412264466286,,
25983,,,405,,0.23253187537193298,
25984,,0.001,,,,
25999,,0.001,,,,
25999,0.2551983594894409,,406,,,
26047,,,406,0.043493445962667465,,
26047,,,406,,0.2306879460811615,
26048,,0.001,,,,
26049,,0.001,,,,
26049,0.2857256233692169,,407,,,
26099,,0.001,,,,
26099,0.2585485875606537,,407,,,
26111,,,407,0.042602818459272385,,
26111,,,407,,0.23303671181201935,
26112,,0.001,,,,
26149,,0.001,,,,
26149,0.17714323103427887,,408,,,
26175,,,408,0.04260881245136261,,
26175,,,408,,0.2288079857826233,
26176,,0.001,,,,
26199,,0.001,,,,
26199,0.14563597738742828,,409,,,
26239,,,409,0.04228198155760765,,
26239,,,409,,0.22926868498325348,
26240,,0.001,,,,
26249,,0.001,,,,
26249,0.2733944058418274,,410,,,
26299,,0.001,,,,
26299,0.23944884538650513,,410,,,
26303,,,410,0.04304876551032066,,
26303,,,410,,0.23043140769004822,
26304,,0.001,,,,
26349,,0.001,,,,
26349,0.30063995718955994,,411,,,
26367,,,411,0.04235376417636871,,
26367,,,411,,0.2295394241809845,
26368,,0.001,,,,
26399,,0.001,,,,
26399,0.2296614795923233,,412,,,
26431,,,412,0.04224409535527229,,
26431,,,412,,0.22795148193836212,
26432,,0.001,,,,
26449,,0.001,,,,
26449,0.25471925735473633,,413,,,
26495,,,413,0.04782828316092491,,
26495,,,413,,0.23070742189884186,
26496,,0.001,,,,
26499,,0.001,,,,
26499,0.263816237449646,,414,,,
26549,,0.001,,,,
26549,0.21565654873847961,,414,,,
26559,,,414,0.042280007153749466,,
26559,,,414,,0.2332945317029953,
26560,,0.001,,,,
26599,,0.001,,,,
26599,0.2699747681617737,,415,,,
26623,,,415,0.041765183210372925,,
26623,,,415,,0.23017458617687225,
26624,,0.001,,,,
26649,,0.001,,,,
26649,0.241012305021286,,416,,,
26687,,,416,0.04199871048331261,,
26687,,,416,,0.2302781343460083,
26688,,0.001,,,,
26699,,0.001,,,,
26699,0.24418988823890686,,417,,,
26749,,0.001,,,,
26749,0.24198955297470093,,417,,,
26751,,,417,0.04258914664387703,,
26751,,,417,,0.23143932223320007,
26752,,0.001,,,,
26799,,0.001,,,,
26799,0.2395792007446289,,418,,,
26815,,,418,0.04485378414392471,,
26815,,,418,,0.2287103235721588,
26816,,0.001,,,,
26849,,0.001,,,,
26849,0.29531845450401306,,419,,,
26879,,,419,0.0429343655705452,,
26879,,,419,,0.2311178743839264,
26880,,0.001,,,,
26899,,0.001,,,,
26899,0.28295964002609253,,420,,,
26943,,,420,0.04350484162569046,,
26943,,,420,,0.2309553474187851,
26944,,0.001,,,,
26949,,0.001,,,,
26949,0.3365580141544342,,421,,,
26999,,0.001,,,,
26999,0.3113330602645874,,421,,,
27007,,,421,0.0459148995578289,,
27007,,,421,,0.23188596963882446,
27008,,0.001,,,,
27049,,0.001,,,,
27049,0.2299596071243286,,422,,,
27071,,,422,0.04432138055562973,,
27071,,,422,,0.23482194542884827,
27072,,0.001,,,,
27099,,0.001,,,,
27099,0.256672739982605,,423,,,
27135,,,423,0.04242685064673424,,
27135,,,423,,0.23094771802425385,
27136,,0.001,,,,
27149,,0.001,,,,
27149,0.22244048118591309,,424,,,
27199,,0.001,,,,
27199,0.25703853368759155,,424,,,
27199,,,424,0.04372652620077133,,
27199,,,424,,0.23011155426502228,
27200,,0.001,,,,
27249,,0.001,,,,
27249,0.11478009819984436,,425,,,
27263,,,425,0.041900668293237686,,
27263,,,425,,0.2304810881614685,
27264,,0.001,,,,
27299,,0.001,,,,
27299,0.22167350351810455,,426,,,
27327,,,426,0.042022205889225006,,
27327,,,426,,0.23083467781543732,
27328,,0.001,,,,
27349,,0.001,,,,
27349,0.1981804072856903,,427,,,
27391,,,427,0.04313626512885094,,
27391,,,427,,0.22972041368484497,
27392,,0.001,,,,
27399,,0.001,,,,
27399,0.316802978515625,,428,,,
27449,,0.001,,,,
27449,0.2860475480556488,,428,,,
27455,,,428,0.041736721992492676,,
27455,,,428,,0.22832152247428894,
27456,,0.001,,,,
27499,,0.001,,,,
27499,0.22425803542137146,,429,,,
27519,,,429,0.04281570389866829,,
27519,,,429,,0.23184238374233246,
27520,,0.001,,,,
27549,,0.001,,,,
27549,0.29496726393699646,,430,,,
27583,,,430,0.04206317663192749,,
27583,,,430,,0.22870470583438873,
27584,,0.001,,,,
27599,,0.001,,,,
27599,0.2569389343261719,,431,,,
27647,,,431,0.04320898279547691,,
27647,,,431,,0.23033417761325836,
27648,,0.001,,,,
27649,,0.001,,,,
27649,0.2718760669231415,,432,,,
27699,,0.001,,,,
27699,0.22909095883369446,,432,,,
27711,,,432,0.045579008758068085,,
27711,,,432,,0.23100599646568298,
27712,,0.001,,,,
27749,,0.001,,,,
27749,0.30310922861099243,,433,,,
27775,,,433,0.04666447639465332,,
27775,,,433,,0.23190878331661224,
27776,,0.001,,,,
27799,,0.001,,,,
27799,0.2241804599761963,,434,,,
27839,,,434,0.042636703699827194,,
27839,,,434,,0.23227961361408234,
27840,,0.001,,,,
27849,,0.001,,,,
27849,0.2460828423500061,,435,,,
27899,,0.001,,,,
27899,0.3087178170681,,435,,,
27903,,,435,0.04216041415929794,,
27903,,,435,,0.23154088854789734,
27904,,0.001,,,,
27949,,0.001,,,,
27949,0.2676340937614441,,436,,,
27967,,,436,0.04263422638177872,,
27967,,,436,,0.23203469812870026,
27968,,0.001,,,,
27999,,0.001,,,,
27999,0.26778754591941833,,437,,,
28031,,,437,0.044984739273786545,,
28031,,,437,,0.23014365136623383,
28032,,0.001,,,,
28049,,0.001,,,,
28049,0.25975367426872253,,438,,,
28095,,,438,0.042599987238645554,,
28095,,,438,,0.22969160974025726,
28096,,0.001,,,,
28099,,0.001,,,,
28099,0.13283738493919373,,439,,,
28149,,0.001,,,,
28149,0.11921485513448715,,439,,,
28159,,,439,0.042153824120759964,,
28159,,,439,,0.23222948610782623,
28160,,0.001,,,,
28199,,0.001,,,,
28199,0.1196707934141159,,440,,,
28223,,,440,0.04421151056885719,,
28223,,,440,,0.22976426780223846,
28224,,0.001,,,,
28249,,0.001,,,,
28249,0.22039729356765747,,441,,,
28287,,,441,0.04308397322893143,,
28287,,,441,,0.2316182553768158,
28288,,0.001,,,,
28299,,0.001,,,,
28299,0.21442578732967377,,442,,,
28349,,0.001,,,,
28349,0.16646426916122437,,442,,,
28351,,,442,0.04228924214839935,,
28351,,,442,,0.23085086047649384,
28352,,0.001,,,,
28399,,0.001,,,,
28399,0.25115740299224854,,443,,,
28415,,,443,0.04384857788681984,,
28415,,,443,,0.23130401968955994,
28416,,0.001,,,,
28449,,0.001,,,,
28449,0.1885741502046585,,444,,,
28479,,,444,0.04283315688371658,,
28479,,,444,,0.23081624507904053,
28480,,0.001,,,,
28499,,0.001,,,,
28499,0.15236923098564148,,445,,,
28543,,,445,0.04442775249481201,,
28543,,,445,,0.22902704775333405,
28544,,0.001,,,,
28549,,0.001,,,,
28549,0.2566453814506531,,446,,,
28599,,0.001,,,,
28599,0.19821681082248688,,446,,,
28607,,,446,0.04414396733045578,,
28607,,,446,,0.23282010853290558,
28608,,0.001,,,,
28649,,0.001,,,,
28649,0.2787624001502991,,447,,,
28671,,,447,0.04443661496043205,,
28671,,,447,,0.2325296401977539,
28672,,0.001,,,,
28699,,0.001,,,,
28699,0.14243610203266144,,448,,,
28735,,,448,0.04239805415272713,,
28735,,,448,,0.2310512214899063,
28736,,0.001,,,,
28749,,0.001,,,,
28749,0.2663464844226837,,449,,,
28799,,0.001,,,,
28799,0.19518020749092102,,449,,,
28799,,,449,0.04247695952653885,,
28799,,,449,,0.23083920776844025,
28800,,0.001,,,,
28849,,0.001,,,,
28849,0.24167358875274658,,450,,,
28863,,,450,0.044397950172424316,,
28863,,,450,,0.23042446374893188,
28864,,0.001,,,,
28899,,0.001,,,,
28899,0.1916857361793518,,451,,,
28927,,,451,0.04285205155611038,,
28927,,,451,,0.23111748695373535,
28928,,0.001,,,,
28949,,0.001,,,,
28949,0.2150932401418686,,452,,,
28991,,,452,0.04215479642152786,,
28991,,,452,,0.23110829293727875,
28992,,0.001,,,,
28999,,0.001,,,,
28999,0.2798252999782562,,453,,,
29049,,0.001,,,,
29049,0.21443429589271545,,453,,,
29055,,,453,0.04409751296043396,,
29055,,,453,,0.23194178938865662,
29056,,0.001,,,,
29099,,0.001,,,,
29099,0.24028964340686798,,454,,,
29119,,,454,0.044305942952632904,,
29119,,,454,,0.23045656085014343,
29120,,0.001,,,,
29149,,0.001,,,,
29149,0.18322217464447021,,455,,,
29183,,,455,0.04387626424431801,,
29183,,,455,,0.23255112767219543,
29184,,0.001,,,,
29199,,0.001,,,,
29199,0.31034934520721436,,456,,,
29247,,,456,0.043341685086488724,,
29247,,,456,,0.22952969372272491,
29248,,0.001,,,,
29249,,0.001,,,,
29249,0.24458850920200348,,457,,,
29299,,0.001,,,,
29299,0.21396468579769135,,457,,,
29311,,,457,0.04189193248748779,,
29311,,,457,,0.23257187008857727,
29312,,0.001,,,,
29349,,0.001,,,,
29349,0.2645193040370941,,458,,,
29375,,,458,0.042515818029642105,,
29375,,,458,,0.2307465523481369,
29376,,0.001,,,,
29399,,0.001,,,,
29399,0.24809816479682922,,459,,,
29439,,,459,0.0465264692902565,,
29439,,,459,,0.22939521074295044,
29440,,0.001,,,,
29449,,0.001,,,,
29449,0.20022568106651306,,460,,,
29499,,0.001,,,,
29499,0.15703731775283813,,460,,,
29503,,,460,0.042531389743089676,,
29503,,,460,,0.23065520823001862,
29504,,0.001,,,,
29549,,0.001,,,,
29549,0.27534329891204834,,461,,,
29567,,,461,0.045168470591306686,,
29567,,,461,,0.23144786059856415,
29568,,0.001,,,,
29599,,0.001,,,,
29599,0.302910715341568,,462,,,
29631,,,462,0.042839329689741135,,
29631,,,462,,0.23143404722213745,
29632,,0.001,,,,
29649,,0.001,,,,
29649,0.2072891741991043,,463,,,
29695,,,463,0.045267075300216675,,
29695,,,463,,0.23127856850624084,
29696,,0.001,,,,
29699,,0.001,,,,
29699,0.19180646538734436,,464,,,
29749,,0.001,,,,
29749,0.19457805156707764,,464,,,
29759,,,464,0.04356072098016739,,
29759,,,464,,0.22967396676540375,
29760,,0.001,,,,
29799,,0.001,,,,
29799,0.292808473110199,,465,,,
29823,,,465,0.04449782893061638,,
29823,,,465,,0.2330438494682312,
29824,,0.001,,,,
29849,,0.001,,,,
29849,0.2813706398010254,,466,,,
29887,,,466,0.04269775003194809,,
29887,,,466,,0.23282860219478607,
29888,,0.001,,,,
29899,,0.001,,,,
29899,0.2763752341270447,,467,,,
29949,,0.001,,,,
29949,0.15782618522644043,,467,,,
29951,,,467,0.04595154896378517,,
29951,,,467,,0.23017382621765137,
29952,,0.001,,,,
29999,,0.001,,,,
29999,0.10515039414167404,,468,,,
30015,,,468,0.041916001588106155,,
30015,,,468,,0.22990888357162476,
30016,,0.001,,,,
30049,,0.001,,,,
30049,0.18903504312038422,,469,,,
30079,,,469,0.043883197009563446,,
30079,,,469,,0.2295544147491455,
30080,,0.001,,,,
30099,,0.001,,,,
30099,0.1974746435880661,,470,,,
30143,,,470,0.04232494533061981,,
30143,,,470,,0.2308083325624466,
30144,,0.001,,,,
30149,,0.001,,,,
30149,0.1475789099931717,,471,,,
30199,,0.001,,,,
30199,0.2449105679988861,,471,,,
30207,,,471,0.042896922677755356,,
30207,,,471,,0.23319487273693085,
30208,,0.001,,,,
30249,,0.001,,,,
30249,0.2336878478527069,,472,,,
30271,,,472,0.04255681112408638,,
30271,,,472,,0.2320670634508133,
30272,,0.001,,,,
30299,,0.001,,,,
30299,0.16853927075862885,,473,,,
30335,,,473,0.04376187548041344,,
30335,,,473,,0.23086892068386078,
30336,,0.001,,,,
30349,,0.001,,,,
30349,0.2015891820192337,,474,,,
30399,,0.001,,,,
30399,0.31607839465141296,,474,,,
30399,,,474,0.04223381355404854,,
30399,,,474,,0.2290937453508377,
30400,,0.001,,,,
30449,,0.001,,,,
30449,0.21554052829742432,,475,,,
30463,,,475,0.046165838837623596,,
30463,,,475,,0.22899162769317627,
30464,,0.001,,,,
30499,,0.001,,,,
30499,0.21718691289424896,,476,,,
30527,,,476,0.041988492012023926,,
30527,,,476,,0.23008345067501068,
30528,,0.001,,,,
30549,,0.001,,,,
30549,0.24396926164627075,,477,,,
30591,,,477,0.0415119007229805,,
30591,,,477,,0.22864261269569397,
30592,,0.001,,,,
30599,,0.001,,,,
30599,0.3141753077507019,,478,,,
30649,,0.001,,,,
30649,0.24391964077949524,,478,,,
30655,,,478,0.04342758283019066,,
30655,,,478,,0.22910179197788239,
30656,,0.001,,,,
30699,,0.001,,,,
30699,0.24915094673633575,,479,,,
30719,,,479,0.044348571449518204,,
30719,,,479,,0.2322765588760376,
30720,,0.001,,,,
30749,,0.001,,,,
30749,0.31985101103782654,,480,,,
30783,,,480,0.042699091136455536,,
30783,,,480,,0.22912326455116272,
30784,,0.001,,,,
30799,,0.001,,,,
30799,0.1674167811870575,,481,,,
30847,,,481,0.04239374026656151,,
30847,,,481,,0.23256579041481018,
30848,,0.001,,,,
30849,,0.001,,,,
30849,0.21013331413269043,,482,,,
30899,,0.001,,,,
30899,0.15405946969985962,,482,,,
30911,,,482,0.0433402918279171,,
30911,,,482,,0.2299804538488388,
30912,,0.001,,,,
30949,,0.001,,,,
30949,0.2816210687160492,,483,,,
30975,,,483,0.041786350309848785,,
