epoch,step,lr-Adam,train_loss_step,val_loss,train_loss_epoch,test_loss
,30976,0.001,,,,
,30999,0.001,,,,
484,30999,,0.0111367367208004,,,
484,31039,,,0.010621468536555767,,
484,31039,,,,0.010784649290144444,
,31040,0.001,,,,
,31049,0.001,,,,
485,31049,,0.01011662557721138,,,
,31099,0.001,,,,
485,31099,,0.010729079134762287,,,
485,31103,,,0.010533956810832024,,
485,31103,,,,0.010728104040026665,
,31104,0.001,,,,
,31149,0.001,,,,
486,31149,,0.01047365553677082,,,
486,31167,,,0.012556477449834347,,
486,31167,,,,0.01082844939082861,
,31168,0.001,,,,
,31199,0.001,,,,
487,31199,,0.011139770038425922,,,
487,31231,,,0.010757661424577236,,
487,31231,,,,0.011240381747484207,
,31232,0.001,,,,
,31249,0.001,,,,
488,31249,,0.010433012619614601,,,
488,31295,,,0.01079853717237711,,
488,31295,,,,0.010780815035104752,
,31296,0.001,,,,
,31299,0.001,,,,
489,31299,,0.011055239476263523,,,
,31349,0.001,,,,
489,31349,,0.010644336231052876,,,
489,31359,,,0.010770602151751518,,
489,31359,,,,0.01085719745606184,
,31360,0.001,,,,
,31399,0.001,,,,
490,31399,,0.011203369125723839,,,
490,31423,,,0.01085138600319624,,
490,31423,,,,0.01125623844563961,
,31424,0.001,,,,
,31449,0.001,,,,
491,31449,,0.01061242539435625,,,
491,31487,,,0.011082164011895657,,
491,31487,,,,0.011093800887465477,
,31488,0.001,,,,
,31499,0.001,,,,
492,31499,,0.010704672895371914,,,
,31549,0.001,,,,
492,31549,,0.01094677485525608,,,
492,31551,,,0.011460448615252972,,
492,31551,,,,0.011086883954703808,
,31552,0.001,,,,
,31599,0.001,,,,
493,31599,,0.010301447473466396,,,
493,31615,,,0.010576310567557812,,
493,31615,,,,0.010914945974946022,
,31616,0.001,,,,
,31649,0.001,,,,
494,31649,,0.010094711557030678,,,
494,31679,,,0.010621058754622936,,
494,31679,,,,0.010665412992238998,
,31680,0.001,,,,
,31699,0.001,,,,
495,31699,,0.010211216285824776,,,
495,31743,,,0.011345628648996353,,
495,31743,,,,0.010952342301607132,
,31744,0.001,,,,
,31749,0.001,,,,
496,31749,,0.010783289559185505,,,
,31799,0.001,,,,
496,31799,,0.01063145138323307,,,
496,31807,,,0.01089293509721756,,
496,31807,,,,0.010963717475533485,
,31808,0.001,,,,
,31849,0.001,,,,
497,31849,,0.011213171295821667,,,
497,31871,,,0.010717137716710567,,
497,31871,,,,0.01081050094217062,
,31872,0.001,,,,
,31899,0.001,,,,
498,31899,,0.011955803260207176,,,
498,31935,,,0.01083203125745058,,
498,31935,,,,0.011053856462240219,
,31936,0.001,,,,
,31949,0.001,,,,
499,31949,,0.01112727727741003,,,
,31999,0.001,,,,
499,31999,,0.010220928117632866,,,
499,31999,,,0.01035520900040865,,
499,31999,,,,0.010793632827699184,
,32000,0.001,,,,
,32049,0.001,,,,
500,32049,,0.010996276512742043,,,
500,32063,,,0.010995625518262386,,
500,32063,,,,0.010762667283415794,
,32064,0.001,,,,
,32099,0.001,,,,
501,32099,,0.011191528290510178,,,
501,32127,,,0.010741332545876503,,
501,32127,,,,0.011441999115049839,
,32128,0.001,,,,
,32149,0.001,,,,
502,32149,,0.010027889162302017,,,
502,32191,,,0.011532889679074287,,
502,32191,,,,0.010690203867852688,
,32192,0.001,,,,
,32199,0.001,,,,
503,32199,,0.010829828679561615,,,
,32249,0.001,,,,
503,32249,,0.01116868481040001,,,
503,32255,,,0.010597532615065575,,
503,32255,,,,0.010845229029655457,
,32256,0.001,,,,
,32299,0.001,,,,
504,32299,,0.010654614306986332,,,
504,32319,,,0.010582358576357365,,
504,32319,,,,0.010681144893169403,
,32320,0.001,,,,
,32349,0.001,,,,
505,32349,,0.01082029938697815,,,
505,32383,,,0.011169330216944218,,
505,32383,,,,0.01079240906983614,
,32384,0.001,,,,
,32399,0.001,,,,
506,32399,,0.011236469261348248,,,
506,32447,,,0.011271835304796696,,
506,32447,,,,0.011044520884752274,
,32448,0.001,,,,
,32449,0.001,,,,
507,32449,,0.010714903473854065,,,
,32499,0.001,,,,
507,32499,,0.011737535707652569,,,
507,32511,,,0.011361440643668175,,
507,32511,,,,0.011081160977482796,
,32512,0.001,,,,
,32549,0.001,,,,
508,32549,,0.010640859603881836,,,
508,32575,,,0.010601297952234745,,
508,32575,,,,0.010793475434184074,
,32576,0.001,,,,
,32599,0.001,,,,
509,32599,,0.010363266803324223,,,
509,32639,,,0.010775532573461533,,
509,32639,,,,0.010671365074813366,
,32640,0.001,,,,
,32649,0.001,,,,
510,32649,,0.010396306402981281,,,
,32699,0.001,,,,
510,32699,,0.010963873006403446,,,
510,32703,,,0.010686639696359634,,
510,32703,,,,0.010747172869741917,
,32704,0.001,,,,
,32749,0.001,,,,
511,32749,,0.010672442615032196,,,
511,32767,,,0.010955465957522392,,
511,32767,,,,0.01096203550696373,
,32768,0.001,,,,
,32799,0.001,,,,
512,32799,,0.010620593093335629,,,
512,32831,,,0.010510978288948536,,
512,32831,,,,0.010866306722164154,
,32832,0.001,,,,
,32849,0.001,,,,
513,32849,,0.010264957323670387,,,
513,32895,,,0.010478225536644459,,
513,32895,,,,0.010608237236738205,
,32896,0.001,,,,
,32899,0.001,,,,
514,32899,,0.010148493573069572,,,
,32949,0.001,,,,
514,32949,,0.01044386811554432,,,
514,32959,,,0.010526668280363083,,
514,32959,,,,0.01092942338436842,
,32960,0.001,,,,
,32999,0.001,,,,
515,32999,,0.01056951005011797,,,
515,33023,,,0.010402585379779339,,
515,33023,,,,0.010765330865979195,
,33024,0.001,,,,
,33049,0.001,,,,
516,33049,,0.010500478558242321,,,
516,33087,,,0.011007416993379593,,
516,33087,,,,0.010596845299005508,
,33088,0.001,,,,
,33099,0.001,,,,
517,33099,,0.010442587547004223,,,
,33149,0.001,,,,
517,33149,,0.010552516207098961,,,
517,33151,,,0.010565787553787231,,
517,33151,,,,0.010639396496117115,
,33152,0.001,,,,
,33199,0.001,,,,
518,33199,,0.010434258729219437,,,
518,33215,,,0.010986425913870335,,
518,33215,,,,0.01072428934276104,
,33216,0.001,,,,
,33249,0.001,,,,
519,33249,,0.010829505510628223,,,
519,33279,,,0.010609523393213749,,
519,33279,,,,0.010728557594120502,
,33280,0.001,,,,
,33299,0.001,,,,
520,33299,,0.010854041203856468,,,
520,33343,,,0.010635938495397568,,
520,33343,,,,0.010731457732617855,
,33344,0.001,,,,
,33349,0.001,,,,
521,33349,,0.011383653618395329,,,
,33399,0.001,,,,
521,33399,,0.010316265746951103,,,
521,33407,,,0.010935927741229534,,
521,33407,,,,0.01091031078249216,
,33408,0.001,,,,
,33449,0.001,,,,
522,33449,,0.010784118436276913,,,
522,33471,,,0.011603188700973988,,
522,33471,,,,0.011257248930633068,
,33472,0.001,,,,
,33499,0.001,,,,
523,33499,,0.010776203125715256,,,
523,33535,,,0.010778759606182575,,
523,33535,,,,0.010884015820920467,
,33536,0.001,,,,
,33549,0.001,,,,
524,33549,,0.010616328567266464,,,
,33599,0.001,,,,
524,33599,,0.010596354492008686,,,
524,33599,,,0.011572079733014107,,
524,33599,,,,0.010769735090434551,
,33600,0.001,,,,
,33649,0.001,,,,
525,33649,,0.010696979239583015,,,
525,33663,,,0.011079728603363037,,
525,33663,,,,0.010662990622222424,
,33664,0.001,,,,
,33699,0.001,,,,
526,33699,,0.011245685629546642,,,
526,33727,,,0.011090264655649662,,
526,33727,,,,0.010883202776312828,
,33728,0.001,,,,
,33749,0.001,,,,
527,33749,,0.010102280415594578,,,
527,33791,,,0.010516492649912834,,
527,33791,,,,0.01069304533302784,
,33792,0.001,,,,
,33799,0.001,,,,
528,33799,,0.010521317832171917,,,
,33849,0.001,,,,
528,33849,,0.010887980461120605,,,
528,33855,,,0.011239026673138142,,
528,33855,,,,0.010647119022905827,
,33856,0.001,,,,
,33899,0.001,,,,
529,33899,,0.011143254116177559,,,
529,33919,,,0.010395022109150887,,
529,33919,,,,0.011036692187190056,
,33920,0.001,,,,
,33949,0.001,,,,
530,33949,,0.01134312804788351,,,
530,33983,,,0.010523315519094467,,
530,33983,,,,0.010702957399189472,
,33984,0.001,,,,
,33999,0.001,,,,
531,33999,,0.010208090767264366,,,
531,34047,,,0.010364703834056854,,
531,34047,,,,0.010611417703330517,
,34048,0.001,,,,
,34049,0.001,,,,
532,34049,,0.010228904895484447,,,
,34099,0.001,,,,
532,34099,,0.010958589613437653,,,
532,34111,,,0.010496372357010841,,
532,34111,,,,0.010737460106611252,
,34112,0.001,,,,
,34149,0.001,,,,
533,34149,,0.01107898447662592,,,
533,34175,,,0.011273698881268501,,
533,34175,,,,0.010855917818844318,
,34176,0.001,,,,
,34199,0.001,,,,
534,34199,,0.010643522255122662,,,
534,34239,,,0.010434003546833992,,
534,34239,,,,0.010922244749963284,
,34240,0.001,,,,
,34249,0.001,,,,
535,34249,,0.01049997378140688,,,
,34299,0.001,,,,
535,34299,,0.010490362532436848,,,
535,34303,,,0.01112507376819849,,
535,34303,,,,0.010753415524959564,
,34304,0.001,,,,
,34349,0.001,,,,
536,34349,,0.010474027134478092,,,
536,34367,,,0.010349546559154987,,
536,34367,,,,0.010585034266114235,
,34368,0.001,,,,
,34399,0.001,,,,
537,34399,,0.010254286229610443,,,
537,34431,,,0.010405203327536583,,
537,34431,,,,0.010814322158694267,
,34432,0.001,,,,
,34449,0.001,,,,
538,34449,,0.010707689449191093,,,
538,34495,,,0.010517893359065056,,
538,34495,,,,0.010629049502313137,
,34496,0.001,,,,
,34499,0.001,,,,
539,34499,,0.011025680229067802,,,
,34549,0.001,,,,
539,34549,,0.010464879684150219,,,
539,34559,,,0.010356353595852852,,
539,34559,,,,0.010903294198215008,
,34560,0.001,,,,
,34599,0.001,,,,
540,34599,,0.01054949127137661,,,
540,34623,,,0.010601925663650036,,
540,34623,,,,0.010753307491540909,
,34624,0.001,,,,
,34649,0.001,,,,
541,34649,,0.01119786873459816,,,
541,34687,,,0.01068218145519495,,
541,34687,,,,0.010836790315806866,
,34688,0.001,,,,
,34699,0.001,,,,
542,34699,,0.010785053484141827,,,
,34749,0.001,,,,
542,34749,,0.011062096804380417,,,
542,34751,,,0.010945534333586693,,
542,34751,,,,0.010825153440237045,
,34752,0.001,,,,
,34799,0.001,,,,
543,34799,,0.01193035114556551,,,
543,34815,,,0.0157438013702631,,
543,34815,,,,0.012217738665640354,
,34816,0.001,,,,
,34849,0.001,,,,
544,34849,,0.010332337580621243,,,
544,34879,,,0.010414168238639832,,
544,34879,,,,0.010905665345489979,
,34880,0.001,,,,
,34899,0.001,,,,
545,34899,,0.010694577358663082,,,
545,34943,,,0.0103451544418931,,
545,34943,,,,0.010664908215403557,
,34944,0.001,,,,
,34949,0.001,,,,
546,34949,,0.011658777482807636,,,
,34999,0.001,,,,
546,34999,,0.010827076621353626,,,
546,35007,,,0.010510841384530067,,
546,35007,,,,0.010479377582669258,
,35008,0.001,,,,
,35049,0.001,,,,
547,35049,,0.010596049949526787,,,
547,35071,,,0.010521606542170048,,
547,35071,,,,0.010714314877986908,
,35072,0.001,,,,
,35099,0.001,,,,
548,35099,,0.009945333935320377,,,
548,35135,,,0.010478485375642776,,
548,35135,,,,0.010761847719550133,
,35136,0.001,,,,
,35149,0.001,,,,
549,35149,,0.01076586451381445,,,
,35199,0.001,,,,
549,35199,,0.00993019063025713,,,
549,35199,,,0.010617694817483425,,
549,35199,,,,0.01084990706294775,
,35200,0.001,,,,
,35249,0.001,,,,
550,35249,,0.010618499480187893,,,
550,35263,,,0.010446228086948395,,
550,35263,,,,0.01101896446198225,
,35264,0.001,,,,
,35299,0.001,,,,
551,35299,,0.010651806369423866,,,
551,35327,,,0.010611276142299175,,
551,35327,,,,0.01053528767079115,
,35328,0.001,,,,
,35349,0.001,,,,
552,35349,,0.010234837420284748,,,
552,35391,,,0.010448875837028027,,
552,35391,,,,0.010491718538105488,
,35392,0.001,,,,
,35399,0.001,,,,
553,35399,,0.010949327610433102,,,
,35449,0.001,,,,
553,35449,,0.012134920805692673,,,
553,35455,,,0.01133807934820652,,
553,35455,,,,0.011039508506655693,
,35456,0.001,,,,
,35499,0.001,,,,
554,35499,,0.010231837630271912,,,
554,35519,,,0.01059455331414938,,
554,35519,,,,0.010744620114564896,
,35520,0.001,,,,
,35549,0.001,,,,
555,35549,,0.010455653071403503,,,
555,35583,,,0.010460888035595417,,
555,35583,,,,0.010866041295230389,
,35584,0.001,,,,
,35599,0.001,,,,
556,35599,,0.010627374984323978,,,
556,35647,,,0.01036364957690239,,
556,35647,,,,0.010576270520687103,
,35648,0.001,,,,
,35649,0.001,,,,
557,35649,,0.010264484211802483,,,
,35699,0.001,,,,
557,35699,,0.010628541931509972,,,
557,35711,,,0.012044849805533886,,
557,35711,,,,0.010785919614136219,
,35712,0.001,,,,
,35749,0.001,,,,
558,35749,,0.011168529279530048,,,
558,35775,,,0.010612552985548973,,
558,35775,,,,0.010717972181737423,
,35776,0.001,,,,
,35799,0.001,,,,
559,35799,,0.010757552459836006,,,
559,35839,,,0.010666271671652794,,
559,35839,,,,0.010567659512162209,
,35840,0.001,,,,
,35849,0.001,,,,
560,35849,,0.010346249677240849,,,
,35899,0.001,,,,
560,35899,,0.010191863402724266,,,
560,35903,,,0.010832720436155796,,
560,35903,,,,0.0105446707457304,
,35904,0.001,,,,
,35949,0.001,,,,
561,35949,,0.010167339816689491,,,
561,35967,,,0.010623841546475887,,
561,35967,,,,0.010505793616175652,
,35968,0.001,,,,
,35999,0.001,,,,
562,35999,,0.010555298067629337,,,
562,36031,,,0.010793223977088928,,
562,36031,,,,0.010665264911949635,
,36032,0.001,,,,
,36049,0.001,,,,
563,36049,,0.010271267034113407,,,
563,36095,,,0.010335180908441544,,
563,36095,,,,0.01084340363740921,
,36096,0.001,,,,
,36099,0.001,,,,
564,36099,,0.010346093215048313,,,
,36149,0.001,,,,
564,36149,,0.011156070046126842,,,
564,36159,,,0.01143528614193201,,
564,36159,,,,0.010661143809556961,
,36160,0.001,,,,
,36199,0.001,,,,
565,36199,,0.010556148365139961,,,
565,36223,,,0.010472043417394161,,
565,36223,,,,0.010871628299355507,
,36224,0.001,,,,
,36249,0.001,,,,
566,36249,,0.010656989179551601,,,
566,36287,,,0.01110788993537426,,
566,36287,,,,0.010613053105771542,
,36288,0.001,,,,
,36299,0.001,,,,
567,36299,,0.01004866510629654,,,
,36349,0.001,,,,
567,36349,,0.010478638112545013,,,
567,36351,,,0.010493068024516106,,
567,36351,,,,0.010436253622174263,
,36352,0.001,,,,
,36399,0.001,,,,
568,36399,,0.011773367412388325,,,
568,36415,,,0.010539284907281399,,
568,36415,,,,0.010601327754557133,
,36416,0.001,,,,
,36449,0.001,,,,
569,36449,,0.010910002514719963,,,
569,36479,,,0.010484755970537663,,
569,36479,,,,0.010592946782708168,
,36480,0.001,,,,
,36499,0.001,,,,
570,36499,,0.010282407514750957,,,
570,36543,,,0.010341688059270382,,
570,36543,,,,0.010573498904705048,
,36544,0.001,,,,
,36549,0.001,,,,
571,36549,,0.011093583889305592,,,
,36599,0.001,,,,
571,36599,,0.011156371794641018,,,
571,36607,,,0.01089436374604702,,
571,36607,,,,0.01091036293655634,
,36608,0.001,,,,
,36649,0.001,,,,
572,36649,,0.010529851540923119,,,
572,36671,,,0.010782567784190178,,
572,36671,,,,0.010822257027029991,
,36672,0.001,,,,
,36699,0.001,,,,
573,36699,,0.011343909427523613,,,
573,36735,,,0.01056926790624857,,
573,36735,,,,0.01115405187010765,
,36736,0.001,,,,
,36749,0.001,,,,
574,36749,,0.010209070518612862,,,
,36799,0.001,,,,
574,36799,,0.010658866725862026,,,
574,36799,,,0.010544832795858383,,
574,36799,,,,0.01052615512162447,
,36800,0.001,,,,
,36849,0.001,,,,
575,36849,,0.01070424821227789,,,
575,36863,,,0.010609123855829239,,
575,36863,,,,0.010505926795303822,
,36864,0.001,,,,
,36899,0.001,,,,
576,36899,,0.0107819102704525,,,
576,36927,,,0.010212436318397522,,
576,36927,,,,0.010720611549913883,
,36928,0.001,,,,
,36949,0.001,,,,
577,36949,,0.00999839324504137,,,
577,36991,,,0.010360403917729855,,
577,36991,,,,0.010499613359570503,
,36992,0.001,,,,
,36999,0.001,,,,
578,36999,,0.010333400219678879,,,
,37049,0.001,,,,
578,37049,,0.010214443318545818,,,
578,37055,,,0.01078719925135374,,
578,37055,,,,0.01054368820041418,
,37056,0.001,,,,
,37099,0.001,,,,
579,37099,,0.010590028017759323,,,
579,37119,,,0.010626927949488163,,
579,37119,,,,0.010598629713058472,
,37120,0.001,,,,
,37149,0.001,,,,
580,37149,,0.01059231162071228,,,
580,37183,,,0.011274185962975025,,
580,37183,,,,0.01078920066356659,
,37184,0.001,,,,
,37199,0.001,,,,
581,37199,,0.010589977726340294,,,
581,37247,,,0.010430296882987022,,
581,37247,,,,0.010760283097624779,
,37248,0.001,,,,
,37249,0.001,,,,
582,37249,,0.010408692061901093,,,
,37299,0.001,,,,
582,37299,,0.010644735768437386,,,
582,37311,,,0.010572532191872597,,
582,37311,,,,0.010559878312051296,
,37312,0.001,,,,
,37349,0.001,,,,
583,37349,,0.010702699422836304,,,
583,37375,,,0.01043123658746481,,
583,37375,,,,0.01086494978517294,
,37376,0.001,,,,
,37399,0.001,,,,
584,37399,,0.0104081304743886,,,
584,37439,,,0.01184527575969696,,
584,37439,,,,0.010639571584761143,
,37440,0.001,,,,
,37449,0.001,,,,
585,37449,,0.010540831834077835,,,
,37499,0.001,,,,
585,37499,,0.01023970078676939,,,
585,37503,,,0.010254694148898125,,
585,37503,,,,0.010646439157426357,
,37504,0.001,,,,
,37549,0.001,,,,
586,37549,,0.009960059076547623,,,
586,37567,,,0.010654937475919724,,
586,37567,,,,0.010677947662770748,
,37568,0.001,,,,
,37599,0.001,,,,
587,37599,,0.010921904817223549,,,
587,37631,,,0.010566243901848793,,
587,37631,,,,0.010445497930049896,
,37632,0.001,,,,
,37649,0.001,,,,
588,37649,,0.010841579176485538,,,
588,37695,,,0.011508804745972157,,
588,37695,,,,0.010546098463237286,
,37696,0.001,,,,
,37699,0.001,,,,
589,37699,,0.010714046657085419,,,
,37749,0.001,,,,
589,37749,,0.010249702259898186,,,
589,37759,,,0.010312803089618683,,
589,37759,,,,0.010443396866321564,
,37760,0.001,,,,
,37799,0.001,,,,
590,37799,,0.010767064057290554,,,
590,37823,,,0.010325220413506031,,
590,37823,,,,0.0104651665315032,
,37824,0.001,,,,
,37849,0.001,,,,
591,37849,,0.010735921561717987,,,
591,37887,,,0.011033711954951286,,
591,37887,,,,0.010652835480868816,
,37888,0.001,,,,
,37899,0.001,,,,
592,37899,,0.011104204691946507,,,
,37949,0.001,,,,
592,37949,,0.010275977663695812,,,
592,37951,,,0.010277154855430126,,
592,37951,,,,0.01062503270804882,
,37952,0.001,,,,
,37999,0.001,,,,
593,37999,,0.010602773167192936,,,
593,38015,,,0.01063427422195673,,
593,38015,,,,0.010452879592776299,
,38016,0.001,,,,
,38049,0.001,,,,
594,38049,,0.011319469660520554,,,
594,38079,,,0.010380296967923641,,
594,38079,,,,0.010628021322190762,
,38080,0.001,,,,
,38099,0.001,,,,
595,38099,,0.010777696967124939,,,
595,38143,,,0.011551364324986935,,
595,38143,,,,0.010860108770430088,
,38144,0.001,,,,
,38149,0.001,,,,
596,38149,,0.011547130532562733,,,
,38199,0.001,,,,
596,38199,,0.010293739847838879,,,
596,38207,,,0.012222805991768837,,
596,38207,,,,0.010686003603041172,
,38208,0.001,,,,
,38249,0.001,,,,
597,38249,,0.010760701261460781,,,
597,38271,,,0.010621936991810799,,
597,38271,,,,0.010673357173800468,
,38272,0.001,,,,
,38299,0.001,,,,
598,38299,,0.010411370545625687,,,
598,38335,,,0.010439764708280563,,
598,38335,,,,0.010509727522730827,
,38336,0.001,,,,
,38349,0.001,,,,
599,38349,,0.010159751400351524,,,
,38399,0.001,,,,
599,38399,,0.009947587735950947,,,
599,38399,,,0.010199705138802528,,
599,38399,,,,0.010434035211801529,
,38400,0.001,,,,
,38449,0.001,,,,
600,38449,,0.011243320070207119,,,
600,38463,,,0.010489145293831825,,
600,38463,,,,0.010781213641166687,
,38464,0.001,,,,
,38499,0.001,,,,
601,38499,,0.010139962658286095,,,
601,38527,,,0.0138434749096632,,
601,38527,,,,0.010816200636327267,
,38528,0.001,,,,
,38549,0.001,,,,
602,38549,,0.011277464218437672,,,
602,38591,,,0.010382193140685558,,
602,38591,,,,0.011394231580197811,
,38592,0.001,,,,
,38599,0.001,,,,
603,38599,,0.010469447821378708,,,
,38649,0.001,,,,
603,38649,,0.010921113193035126,,,
603,38655,,,0.010178346186876297,,
603,38655,,,,0.010714128613471985,
,38656,0.001,,,,
,38699,0.001,,,,
604,38699,,0.010726013220846653,,,
604,38719,,,0.01011608075350523,,
604,38719,,,,0.01030819397419691,
,38720,0.001,,,,
,38749,0.001,,,,
605,38749,,0.010294831357896328,,,
605,38783,,,0.010554279200732708,,
605,38783,,,,0.010484167374670506,
,38784,0.001,,,,
,38799,0.001,,,,
606,38799,,0.010744369588792324,,,
606,38847,,,0.010391299612820148,,
606,38847,,,,0.010553833097219467,
,38848,0.001,,,,
,38849,0.001,,,,
607,38849,,0.010048530995845795,,,
,38899,0.001,,,,
607,38899,,0.010660151019692421,,,
607,38911,,,0.010560154914855957,,
607,38911,,,,0.010724254883825779,
,38912,0.001,,,,
,38949,0.001,,,,
608,38949,,0.01044534146785736,,,
608,38975,,,0.010594544932246208,,
608,38975,,,,0.010524997487664223,
,38976,0.001,,,,
,38999,0.001,,,,
609,38999,,0.010283088311553001,,,
609,39039,,,0.010409539565443993,,
609,39039,,,,0.010667736642062664,
,39040,0.001,,,,
,39049,0.001,,,,
610,39049,,0.011089185252785683,,,
,39099,0.001,,,,
610,39099,,0.010752290487289429,,,
610,39103,,,0.010200276970863342,,
610,39103,,,,0.01052085217088461,
,39104,0.001,,,,
,39149,0.001,,,,
611,39149,,0.010744926519691944,,,
611,39167,,,0.011423706077039242,,
611,39167,,,,0.010423613712191582,
,39168,0.001,,,,
,39199,0.001,,,,
612,39199,,0.01085972972214222,,,
612,39231,,,0.01050967164337635,,
612,39231,,,,0.01080102939158678,
,39232,0.001,,,,
,39249,0.001,,,,
613,39249,,0.010534070432186127,,,
613,39295,,,0.010277466848492622,,
613,39295,,,,0.010665814392268658,
,39296,0.001,,,,
,39299,0.001,,,,
614,39299,,0.010442239232361317,,,
,39349,0.001,,,,
614,39349,,0.011306189000606537,,,
614,39359,,,0.010960648767650127,,
614,39359,,,,0.010650674812495708,
,39360,0.001,,,,
,39399,0.001,,,,
615,39399,,0.01075739786028862,,,
615,39423,,,0.01023116521537304,,
615,39423,,,,0.010929439216852188,
,39424,0.001,,,,
,39449,0.001,,,,
616,39449,,0.010369740426540375,,,
616,39487,,,0.010404043830931187,,
616,39487,,,,0.010417114943265915,
,39488,0.001,,,,
,39499,0.001,,,,
617,39499,,0.010415894910693169,,,
,39549,0.001,,,,
617,39549,,0.010546572506427765,,,
617,39551,,,0.010232404805719852,,
617,39551,,,,0.01050841249525547,
,39552,0.001,,,,
,39599,0.001,,,,
618,39599,,0.010666465386748314,,,
618,39615,,,0.010194356553256512,,
618,39615,,,,0.010529030114412308,
,39616,0.001,,,,
,39649,0.001,,,,
619,39649,,0.010774645023047924,,,
619,39679,,,0.010092422366142273,,
619,39679,,,,0.010470902547240257,
,39680,0.001,,,,
,39699,0.001,,,,
620,39699,,0.010850083082914352,,,
620,39743,,,0.010317051783204079,,
620,39743,,,,0.01045143324881792,
,39744,0.001,,,,
,39749,0.001,,,,
621,39749,,0.01020522229373455,,,
,39799,0.001,,,,
621,39799,,0.010789625346660614,,,
621,39807,,,0.010478361509740353,,
621,39807,,,,0.010407938621938229,
,39808,0.001,,,,
,39849,0.001,,,,
622,39849,,0.010388844646513462,,,
622,39871,,,0.010060702450573444,,
622,39871,,,,0.010746223852038383,
,39872,0.001,,,,
,39899,0.001,,,,
623,39899,,0.010461527854204178,,,
623,39935,,,0.010280797258019447,,
623,39935,,,,0.01036916021257639,
,39936,0.001,,,,
,39949,0.001,,,,
624,39949,,0.010351751931011677,,,
,39999,0.001,,,,
624,39999,,0.010764113627374172,,,
624,39999,,,0.010160310193896294,,
624,39999,,,,0.010348706506192684,
,40000,0.001,,,,
,40049,0.001,,,,
625,40049,,0.010436523705720901,,,
625,40063,,,0.010376006364822388,,
625,40063,,,,0.010530567727982998,
,40064,0.001,,,,
,40099,0.001,,,,
626,40099,,0.010331557132303715,,,
626,40127,,,0.011621810495853424,,
626,40127,,,,0.01050615031272173,
,40128,0.001,,,,
,40149,0.001,,,,
627,40149,,0.011005036532878876,,,
627,40191,,,0.010457332246005535,,
627,40191,,,,0.010664760135114193,
,40192,0.001,,,,
,40199,0.001,,,,
628,40199,,0.010176860727369785,,,
,40249,0.001,,,,
628,40249,,0.010665230453014374,,,
628,40255,,,0.010449212044477463,,
628,40255,,,,0.010440763086080551,
,40256,0.001,,,,
,40299,0.001,,,,
629,40299,,0.010506086982786655,,,
629,40319,,,0.011380142532289028,,
629,40319,,,,0.0103315319865942,
,40320,0.001,,,,
,40349,0.001,,,,
630,40349,,0.01058521680533886,,,
630,40383,,,0.01118772104382515,,
630,40383,,,,0.01085995975881815,
,40384,0.001,,,,
,40399,0.001,,,,
631,40399,,0.010605515912175179,,,
631,40447,,,0.010316165164113045,,
631,40447,,,,0.010767617262899876,
,40448,0.001,,,,
,40449,0.001,,,,
632,40449,,0.010055133141577244,,,
,40499,0.001,,,,
632,40499,,0.010790547356009483,,,
632,40511,,,0.01138808112591505,,
632,40511,,,,0.010716041550040245,
,40512,0.001,,,,
,40549,0.001,,,,
633,40549,,0.010784540325403214,,,
633,40575,,,0.010302573442459106,,
633,40575,,,,0.010859696194529533,
,40576,0.001,,,,
,40599,0.001,,,,
634,40599,,0.010087027214467525,,,
634,40639,,,0.010264531709253788,,
634,40639,,,,0.010454783216118813,
,40640,0.001,,,,
,40649,0.001,,,,
635,40649,,0.010141623206436634,,,
,40699,0.001,,,,
635,40699,,0.009872853755950928,,,
635,40703,,,0.01031140424311161,,
635,40703,,,,0.010536661371588707,
,40704,0.001,,,,
,40749,0.001,,,,
636,40749,,0.009674014523625374,,,
636,40767,,,0.01009535975754261,,
636,40767,,,,0.010314436629414558,
,40768,0.001,,,,
,40799,0.001,,,,
637,40799,,0.011009828187525272,,,
637,40831,,,0.01013760082423687,,
637,40831,,,,0.010824504308402538,
,40832,0.001,,,,
,40849,0.001,,,,
638,40849,,0.010625441558659077,,,
638,40895,,,0.010323965921998024,,
638,40895,,,,0.010473936796188354,
,40896,0.001,,,,
,40899,0.001,,,,
639,40899,,0.009970590472221375,,,
,40949,0.001,,,,
639,40949,,0.010648657567799091,,,
639,40959,,,0.011252759955823421,,
639,40959,,,,0.010596832260489464,
,40960,0.001,,,,
,40999,0.001,,,,
640,40999,,0.010625189170241356,,,
640,41023,,,0.010255496948957443,,
640,41023,,,,0.010556481778621674,
,41024,0.001,,,,
,41049,0.001,,,,
641,41049,,0.010449199937283993,,,
641,41087,,,0.010392201133072376,,
641,41087,,,,0.010479326359927654,
,41088,0.001,,,,
,41099,0.001,,,,
642,41099,,0.010568126104772091,,,
,41149,0.001,,,,
642,41149,,0.010623707436025143,,,
642,41151,,,0.010273262858390808,,
642,41151,,,,0.010483289137482643,
,41152,0.001,,,,
,41199,0.001,,,,
643,41199,,0.010284166783094406,,,
643,41215,,,0.010258898138999939,,
643,41215,,,,0.010684669949114323,
,41216,0.001,,,,
,41249,0.001,,,,
644,41249,,0.010855946689844131,,,
644,41279,,,0.010662207379937172,,
644,41279,,,,0.01048807892948389,
,41280,0.001,,,,
,41299,0.001,,,,
645,41299,,0.010818458162248135,,,
