train_loss_step,lr-Adam,epoch,step,val_loss,train_loss_epoch,test_loss
,,323,20735,,0.7892590761184692,
,0.001,,20736,,,
,0.001,,20749,,,
0.777845561504364,,324,20749,,,
,0.001,,20799,,,
0.7580754160881042,,324,20799,,,
,,324,20799,0.7960543036460876,,
,,324,20799,,0.7892752885818481,
,0.001,,20800,,,
,0.001,,20849,,,
0.8053227066993713,,325,20849,,,
,,325,20863,0.7960997223854065,,
,,325,20863,,0.7892550230026245,
,0.001,,20864,,,
,0.001,,20899,,,
0.7945249676704407,,326,20899,,,
,,326,20927,0.7960643768310547,,
,,326,20927,,0.7892905473709106,
,0.001,,20928,,,
,0.001,,20949,,,
0.8050248622894287,,327,20949,,,
,,327,20991,0.79615718126297,,
,,327,20991,,0.7892472147941589,
,0.001,,20992,,,
,0.001,,20999,,,
0.771888256072998,,328,20999,,,
,0.001,,21049,,,
0.7799348831176758,,328,21049,,,
,,328,21055,0.7960458993911743,,
,,328,21055,,0.7892992496490479,
,0.001,,21056,,,
,0.001,,21099,,,
0.7775445580482483,,329,21099,,,
,,329,21119,0.7981523871421814,,
,,329,21119,,0.7894856929779053,
,0.001,,21120,,,
,0.001,,21149,,,
0.7861128449440002,,330,21149,,,
,,330,21183,0.7962189316749573,,
,,330,21183,,0.7901425361633301,
,0.001,,21184,,,
,0.001,,21199,,,
0.7657939195632935,,331,21199,,,
,,331,21247,0.7960553169250488,,
,,331,21247,,0.7892599105834961,
,0.001,,21248,,,
,0.001,,21249,,,
0.8019198775291443,,332,21249,,,
,0.001,,21299,,,
0.7850009799003601,,332,21299,,,
,,332,21311,0.7960313558578491,,
,,332,21311,,0.7892516851425171,
,0.001,,21312,,,
,0.001,,21349,,,
0.8187003135681152,,333,21349,,,
,,333,21375,0.796196460723877,,
,,333,21375,,0.7892447113990784,
,0.001,,21376,,,
,0.001,,21399,,,
0.7824676632881165,,334,21399,,,
,,334,21439,0.7960590720176697,,
,,334,21439,,0.7892655730247498,
,0.001,,21440,,,
,0.001,,21449,,,
0.8223066329956055,,335,21449,,,
,0.001,,21499,,,
0.7896237969398499,,335,21499,,,
,,335,21503,0.7960965037345886,,
,,335,21503,,0.7891905903816223,
,0.001,,21504,,,
,0.001,,21549,,,
0.803777277469635,,336,21549,,,
,,336,21567,0.7961521148681641,,
,,336,21567,,0.7892735600471497,
,0.001,,21568,,,
,0.001,,21599,,,
0.801757276058197,,337,21599,,,
,,337,21631,0.7960485219955444,,
,,337,21631,,0.7892506718635559,
,0.001,,21632,,,
,0.001,,21649,,,
0.7824470400810242,,338,21649,,,
,,338,21695,0.7960644960403442,,
,,338,21695,,0.7892234921455383,
,0.001,,21696,,,
,0.001,,21699,,,
0.8096140623092651,,339,21699,,,
,0.001,,21749,,,
0.7700566649436951,,339,21749,,,
,,339,21759,0.7961528301239014,,
,,339,21759,,0.789198637008667,
,0.001,,21760,,,
,0.001,,21799,,,
0.7912987470626831,,340,21799,,,
,,340,21823,0.796198844909668,,
,,340,21823,,0.7892554402351379,
,0.001,,21824,,,
,0.001,,21849,,,
0.7708688974380493,,341,21849,,,
,,341,21887,0.7962177395820618,,
,,341,21887,,0.7893345355987549,
,0.001,,21888,,,
,0.001,,21899,,,
0.7661324143409729,,342,21899,,,
,0.001,,21949,,,
0.8006821274757385,,342,21949,,,
,,342,21951,0.7961220145225525,,
,,342,21951,,0.7892471551895142,
,0.001,,21952,,,
,0.001,,21999,,,
0.7726016044616699,,343,21999,,,
,,343,22015,0.7960799932479858,,
,,343,22015,,0.7895506620407104,
,0.001,,22016,,,
,0.001,,22049,,,
0.7900480031967163,,344,22049,,,
,,344,22079,0.7960813641548157,,
,,344,22079,,0.789189875125885,
,0.001,,22080,,,
,0.001,,22099,,,
0.77107173204422,,345,22099,,,
,,345,22143,0.7960824370384216,,
,,345,22143,,0.7891635894775391,
,0.001,,22144,,,
,0.001,,22149,,,
0.7881507277488708,,346,22149,,,
,0.001,,22199,,,
0.8063762187957764,,346,22199,,,
,,346,22207,0.7960087656974792,,
,,346,22207,,0.7891648411750793,
,0.001,,22208,,,
,0.001,,22249,,,
0.7783151268959045,,347,22249,,,
,,347,22271,0.7960187792778015,,
,,347,22271,,0.7891649603843689,
,0.001,,22272,,,
,0.001,,22299,,,
0.8164635896682739,,348,22299,,,
,,348,22335,0.7959957122802734,,
,,348,22335,,0.7892621159553528,
,0.001,,22336,,,
,0.001,,22349,,,
0.7746260762214661,,349,22349,,,
,0.001,,22399,,,
0.7568199634552002,,349,22399,,,
,,349,22399,0.7960311770439148,,
,,349,22399,,0.7891955971717834,
,0.001,,22400,,,
,0.001,,22449,,,
0.7797048091888428,,350,22449,,,
,,350,22463,0.7960359454154968,,
,,350,22463,,0.7892758250236511,
,0.001,,22464,,,
,0.001,,22499,,,
0.7900891304016113,,351,22499,,,
,,351,22527,0.7987408638000488,,
,,351,22527,,0.7895901203155518,
,0.001,,22528,,,
,0.001,,22549,,,
0.8085578083992004,,352,22549,,,
,,352,22591,0.7960531115531921,,
,,352,22591,,0.7902143597602844,
,0.001,,22592,,,
,0.001,,22599,,,
0.784564733505249,,353,22599,,,
,0.001,,22649,,,
0.7919061183929443,,353,22649,,,
,,353,22655,0.796014666557312,,
,,353,22655,,0.7891900539398193,
,0.001,,22656,,,
,0.001,,22699,,,
0.7905481457710266,,354,22699,,,
,,354,22719,0.7961041927337646,,
,,354,22719,,0.789205014705658,
,0.001,,22720,,,
,0.001,,22749,,,
0.7824240326881409,,355,22749,,,
,,355,22783,0.7960336208343506,,
,,355,22783,,0.7891536951065063,
,0.001,,22784,,,
,0.001,,22799,,,
0.7860050201416016,,356,22799,,,
,,356,22847,0.7960124611854553,,
,,356,22847,,0.7891682982444763,
,0.001,,22848,,,
,0.001,,22849,,,
0.7756036520004272,,357,22849,,,
,0.001,,22899,,,
0.7743045687675476,,357,22899,,,
,,357,22911,0.7959972023963928,,
,,357,22911,,0.7891591191291809,
,0.001,,22912,,,
,0.001,,22949,,,
0.7986710667610168,,358,22949,,,
,,358,22975,0.796229362487793,,
,,358,22975,,0.7892518043518066,
,0.001,,22976,,,
,0.001,,22999,,,
0.7845391035079956,,359,22999,,,
,,359,23039,0.796114981174469,,
,,359,23039,,0.7892012596130371,
,0.001,,23040,,,
,0.001,,23049,,,
0.7737439870834351,,360,23049,,,
,0.001,,23099,,,
0.7806702852249146,,360,23099,,,
,,360,23103,0.7963152527809143,,
,,360,23103,,0.7896532416343689,
,0.001,,23104,,,
,0.001,,23149,,,
0.7927570939064026,,361,23149,,,
,,361,23167,0.7960622906684875,,
,,361,23167,,0.7894818186759949,
,0.001,,23168,,,
,0.001,,23199,,,
0.7945187091827393,,362,23199,,,
,,362,23231,0.7960081696510315,,
,,362,23231,,0.7892482280731201,
,0.001,,23232,,,
,0.001,,23249,,,
0.772942066192627,,363,23249,,,
,,363,23295,0.7960787415504456,,
,,363,23295,,0.7891831398010254,
,0.001,,23296,,,
,0.001,,23299,,,
0.8002142906188965,,364,23299,,,
,0.001,,23349,,,
0.7705616354942322,,364,23349,,,
,,364,23359,0.7959948182106018,,
,,364,23359,,0.7891746163368225,
,0.001,,23360,,,
,0.001,,23399,,,
0.7847245931625366,,365,23399,,,
,,365,23423,0.7963448762893677,,
,,365,23423,,0.7891834378242493,
,0.001,,23424,,,
,0.001,,23449,,,
0.7831584215164185,,366,23449,,,
,,366,23487,0.7961910963058472,,
,,366,23487,,0.7895126938819885,
,0.001,,23488,,,
,0.001,,23499,,,
0.7985580563545227,,367,23499,,,
,0.001,,23549,,,
0.7606511116027832,,367,23549,,,
,,367,23551,0.7959989309310913,,
,,367,23551,,0.7892245054244995,
,0.001,,23552,,,
,0.001,,23599,,,
0.8116990923881531,,368,23599,,,
,,368,23615,0.7960612773895264,,
,,368,23615,,0.7891514301300049,
,0.001,,23616,,,
,0.001,,23649,,,
0.8126776814460754,,369,23649,,,
,,369,23679,0.7960277199745178,,
,,369,23679,,0.7892040610313416,
,0.001,,23680,,,
,0.001,,23699,,,
0.7712432742118835,,370,23699,,,
,,370,23743,0.7960152626037598,,
,,370,23743,,0.7891882658004761,
,0.001,,23744,,,
,0.001,,23749,,,
0.7793131470680237,,371,23749,,,
,0.001,,23799,,,
0.7842786908149719,,371,23799,,,
,,371,23807,0.795968234539032,,
,,371,23807,,0.7891721129417419,
,0.001,,23808,,,
,0.001,,23849,,,
0.7822427749633789,,372,23849,,,
,,372,23871,0.7960056662559509,,
,,372,23871,,0.7892062664031982,
,0.001,,23872,,,
,0.001,,23899,,,
0.7818976044654846,,373,23899,,,
,,373,23935,0.7960435152053833,,
,,373,23935,,0.7891553044319153,
,0.001,,23936,,,
,0.001,,23949,,,
0.8015713691711426,,374,23949,,,
,0.001,,23999,,,
0.7663660645484924,,374,23999,,,
,,374,23999,0.7965104579925537,,
,,374,23999,,0.7893596291542053,
,0.001,,24000,,,
,0.001,,24049,,,
0.8089034557342529,,375,24049,,,
,,375,24063,0.7960895895957947,,
,,375,24063,,0.7894376516342163,
,0.001,,24064,,,
,0.001,,24099,,,
0.8049365878105164,,376,24099,,,
,,376,24127,0.7960468530654907,,
,,376,24127,,0.7893041968345642,
,0.001,,24128,,,
,0.001,,24149,,,
0.7745060920715332,,377,24149,,,
,,377,24191,0.7959684729576111,,
,,377,24191,,0.7891372442245483,
,0.001,,24192,,,
,0.001,,24199,,,
0.7647780776023865,,378,24199,,,
,0.001,,24249,,,
0.7898443937301636,,378,24249,,,
,,378,24255,0.7959797978401184,,
,,378,24255,,0.7891467213630676,
,0.001,,24256,,,
,0.001,,24299,,,
0.8020404577255249,,379,24299,,,
,,379,24319,0.7959662079811096,,
,,379,24319,,0.7891430854797363,
,0.001,,24320,,,
,0.001,,24349,,,
0.7733302712440491,,380,24349,,,
,,380,24383,0.7960078716278076,,
,,380,24383,,0.7891360521316528,
,0.001,,24384,,,
,0.001,,24399,,,
0.7776556015014648,,381,24399,,,
,,381,24447,0.7961292862892151,,
,,381,24447,,0.7892404794692993,
,0.001,,24448,,,
,0.001,,24449,,,
0.7973605394363403,,382,24449,,,
,0.001,,24499,,,
0.8090496063232422,,382,24499,,,
,,382,24511,0.7968727946281433,,
,,382,24511,,0.7895110845565796,
,0.001,,24512,,,
,0.001,,24549,,,
0.7759556770324707,,383,24549,,,
,,383,24575,0.79604572057724,,
,,383,24575,,0.7893308401107788,
,0.001,,24576,,,
,0.001,,24599,,,
0.8021383285522461,,384,24599,,,
,,384,24639,0.7959616780281067,,
,,384,24639,,0.7891554832458496,
,0.001,,24640,,,
,0.001,,24649,,,
0.7854138016700745,,385,24649,,,
,0.001,,24699,,,
0.8078537583351135,,385,24699,,,
,,385,24703,0.7959513664245605,,
,,385,24703,,0.7891498804092407,
,0.001,,24704,,,
,0.001,,24749,,,
0.7792722582817078,,386,24749,,,
,,386,24767,0.7959862351417542,,
,,386,24767,,0.7891703248023987,
,0.001,,24768,,,
,0.001,,24799,,,
0.7825074791908264,,387,24799,,,
,,387,24831,0.7960423827171326,,
,,387,24831,,0.789093017578125,
,0.001,,24832,,,
,0.001,,24849,,,
0.7741922736167908,,388,24849,,,
,,388,24895,0.7960286140441895,,
,,388,24895,,0.7891390919685364,
,0.001,,24896,,,
,0.001,,24899,,,
0.8054227828979492,,389,24899,,,
,0.001,,24949,,,
0.8051766157150269,,389,24949,,,
,,389,24959,0.7959828972816467,,
,,389,24959,,0.7892430424690247,
,0.001,,24960,,,
,0.001,,24999,,,
0.7874205708503723,,390,24999,,,
,,390,25023,0.7962639927864075,,
,,390,25023,,0.7892880439758301,
,0.001,,25024,,,
,0.001,,25049,,,
0.7983792424201965,,391,25049,,,
,,391,25087,0.7961662411689758,,
,,391,25087,,0.7891920208930969,
,0.001,,25088,,,
,0.001,,25099,,,
0.7680540084838867,,392,25099,,,
,0.001,,25149,,,
0.8057336807250977,,392,25149,,,
,,392,25151,0.7959544062614441,,
,,392,25151,,0.7891566753387451,
,0.001,,25152,,,
,0.001,,25199,,,
0.7977181077003479,,393,25199,,,
,,393,25215,0.795964777469635,,
,,393,25215,,0.7890501022338867,
,0.001,,25216,,,
,0.001,,25249,,,
0.7627848982810974,,394,25249,,,
,,394,25279,0.796035885810852,,
,,394,25279,,0.7891454100608826,
,0.001,,25280,,,
,0.001,,25299,,,
0.7982403635978699,,395,25299,,,
,,395,25343,0.7959816455841064,,
,,395,25343,,0.7890998721122742,
,0.001,,25344,,,
,0.001,,25349,,,
0.7826418876647949,,396,25349,,,
,0.001,,25399,,,
0.7888647317886353,,396,25399,,,
,,396,25407,0.7959493398666382,,
,,396,25407,,0.7890881299972534,
,0.001,,25408,,,
,0.001,,25449,,,
0.7878823280334473,,397,25449,,,
,,397,25471,0.7962293028831482,,
,,397,25471,,0.7892933487892151,
,0.001,,25472,,,
,0.001,,25499,,,
0.8026129007339478,,398,25499,,,
,,398,25535,0.7959998250007629,,
,,398,25535,,0.7894757986068726,
,0.001,,25536,,,
,0.001,,25549,,,
0.7842714190483093,,399,25549,,,
,0.001,,25599,,,
0.7731077671051025,,399,25599,,,
,,399,25599,0.7959185242652893,,
,,399,25599,,0.7890896201133728,
,0.001,,25600,,,
,0.001,,25649,,,
0.7888839244842529,,400,25649,,,
,,400,25663,0.7959651947021484,,
,,400,25663,,0.7891405820846558,
,0.001,,25664,,,
,0.001,,25699,,,
0.7936989068984985,,401,25699,,,
,,401,25727,0.7960892915725708,,
,,401,25727,,0.7890956997871399,
,0.001,,25728,,,
,0.001,,25749,,,
0.7967457175254822,,402,25749,,,
,,402,25791,0.7959581017494202,,
,,402,25791,,0.7890515923500061,
,0.001,,25792,,,
,0.001,,25799,,,
0.7800759673118591,,403,25799,,,
,0.001,,25849,,,
0.7856995463371277,,403,25849,,,
,,403,25855,0.7960166335105896,,
,,403,25855,,0.7892140746116638,
,0.001,,25856,,,
,0.001,,25899,,,
0.7620595097541809,,404,25899,,,
,,404,25919,0.7959879040718079,,
,,404,25919,,0.7892573475837708,
,0.001,,25920,,,
,0.001,,25949,,,
0.7906058430671692,,405,25949,,,
,,405,25983,0.7960368394851685,,
,,405,25983,,0.7891136407852173,
,0.001,,25984,,,
,0.001,,25999,,,
0.7778239250183105,,406,25999,,,
,,406,26047,0.7959258556365967,,
,,406,26047,,0.789238452911377,
,0.001,,26048,,,
,0.001,,26049,,,
0.8022862076759338,,407,26049,,,
,0.001,,26099,,,
0.7843578457832336,,407,26099,,,
,,407,26111,0.7962598204612732,,
,,407,26111,,0.7891527414321899,
,0.001,,26112,,,
,0.001,,26149,,,
0.807594358921051,,408,26149,,,
,,408,26175,0.7962281703948975,,
,,408,26175,,0.7907997965812683,
,0.001,,26176,,,
,0.001,,26199,,,
0.7911683320999146,,409,26199,,,
,,409,26239,0.7960112690925598,,
,,409,26239,,0.7892301082611084,
,0.001,,26240,,,
,0.001,,26249,,,
0.8047515153884888,,410,26249,,,
,0.001,,26299,,,
0.7798671722412109,,410,26299,,,
,,410,26303,0.7959721684455872,,
,,410,26303,,0.7891280055046082,
,0.001,,26304,,,
,0.001,,26349,,,
0.7651306986808777,,411,26349,,,
,,411,26367,0.7964743375778198,,
,,411,26367,,0.7892324924468994,
,0.001,,26368,,,
,0.001,,26399,,,
0.8045275807380676,,412,26399,,,
,,412,26431,0.7959356307983398,,
,,412,26431,,0.7891786098480225,
,0.001,,26432,,,
,0.001,,26449,,,
0.7916791439056396,,413,26449,,,
,,413,26495,0.7962338328361511,,
,,413,26495,,0.7896504998207092,
,0.001,,26496,,,
,0.001,,26499,,,
0.7951998710632324,,414,26499,,,
,0.001,,26549,,,
0.783725917339325,,414,26549,,,
,,414,26559,0.7959601879119873,,
,,414,26559,,0.7891699075698853,
,0.001,,26560,,,
,0.001,,26599,,,
0.8039991855621338,,415,26599,,,
,,415,26623,0.7959352135658264,,
,,415,26623,,0.7890894412994385,
,0.001,,26624,,,
,0.001,,26649,,,
0.7892621159553528,,416,26649,,,
,,416,26687,0.7959819436073303,,
,,416,26687,,0.7891350984573364,
,0.001,,26688,,,
,0.001,,26699,,,
0.7782269716262817,,417,26699,,,
,0.001,,26749,,,
0.7963899970054626,,417,26749,,,
,,417,26751,0.7960169315338135,,
,,417,26751,,0.7891345024108887,
,0.001,,26752,,,
,0.001,,26799,,,
0.8001084923744202,,418,26799,,,
,,418,26815,0.7959540486335754,,
,,418,26815,,0.7890975475311279,
,0.001,,26816,,,
,0.001,,26849,,,
0.789691150188446,,419,26849,,,
,,419,26879,0.7959325909614563,,
,,419,26879,,0.789071798324585,
,0.001,,26880,,,
,0.001,,26899,,,
0.7992244958877563,,420,26899,,,
,,420,26943,0.796289324760437,,
,,420,26943,,0.7891384363174438,
,0.001,,26944,,,
,0.001,,26949,,,
0.7776036262512207,,421,26949,,,
,0.001,,26999,,,
0.7459422945976257,,421,26999,,,
,,421,27007,0.7960127592086792,,
,,421,27007,,0.7893034815788269,
,0.001,,27008,,,
,0.001,,27049,,,
0.7619654536247253,,422,27049,,,
,,422,27071,0.7959270477294922,,
,,422,27071,,0.7890850901603699,
,0.001,,27072,,,
,0.001,,27099,,,
0.7928608655929565,,423,27099,,,
,,423,27135,0.7959514260292053,,
,,423,27135,,0.7891648411750793,
,0.001,,27136,,,
,0.001,,27149,,,
0.7727077603340149,,424,27149,,,
,0.001,,27199,,,
0.7425243854522705,,424,27199,,,
,,424,27199,0.7959385514259338,,
,,424,27199,,0.7891234159469604,
,0.001,,27200,,,
,0.001,,27249,,,
0.8014156222343445,,425,27249,,,
,,425,27263,0.7959351539611816,,
,,425,27263,,0.7892055511474609,
,0.001,,27264,,,
,0.001,,27299,,,
0.7973311543464661,,426,27299,,,
,,426,27327,0.7959333062171936,,
,,426,27327,,0.7892059683799744,
,0.001,,27328,,,
,0.001,,27349,,,
0.792641282081604,,427,27349,,,
,,427,27391,0.7959082126617432,,
,,427,27391,,0.7890472412109375,
,0.001,,27392,,,
,0.001,,27399,,,
0.7817144393920898,,428,27399,,,
,0.001,,27449,,,
0.7965110540390015,,428,27449,,,
,,428,27455,0.7959588766098022,,
,,428,27455,,0.7890418171882629,
,0.001,,27456,,,
,0.001,,27499,,,
0.7571633458137512,,429,27499,,,
,,429,27519,0.7960188984870911,,
,,429,27519,,0.7890709042549133,
,0.001,,27520,,,
,0.001,,27549,,,
0.798717200756073,,430,27549,,,
,,430,27583,0.7959451079368591,,
,,430,27583,,0.7890634536743164,
,0.001,,27584,,,
,0.001,,27599,,,
0.7810026407241821,,431,27599,,,
,,431,27647,0.7959404587745667,,
,,431,27647,,0.7890877723693848,
,0.001,,27648,,,
,0.001,,27649,,,
0.8055351972579956,,432,27649,,,
,0.001,,27699,,,
0.7956244945526123,,432,27699,,,
,,432,27711,0.7959675192832947,,
,,432,27711,,0.7891432642936707,
,0.001,,27712,,,
,0.001,,27749,,,
0.7959774136543274,,433,27749,,,
,,433,27775,0.7959771156311035,,
,,433,27775,,0.7891702651977539,
,0.001,,27776,,,
,0.001,,27799,,,
0.7926129102706909,,434,27799,,,
,,434,27839,0.7959993481636047,,
,,434,27839,,0.7891015410423279,
,0.001,,27840,,,
,0.001,,27849,,,
0.7805023789405823,,435,27849,,,
,0.001,,27899,,,
0.7785336971282959,,435,27899,,,
,,435,27903,0.7961040735244751,,
,,435,27903,,0.7895075082778931,
,0.001,,27904,,,
,0.001,,27949,,,
0.7676182985305786,,436,27949,,,
,,436,27967,0.7960116267204285,,
,,436,27967,,0.7891627550125122,
,0.001,,27968,,,
,0.001,,27999,,,
0.7947693467140198,,437,27999,,,
,,437,28031,0.7959429621696472,,
,,437,28031,,0.7890968918800354,
,0.001,,28032,,,
,0.001,,28049,,,
0.7876867055892944,,438,28049,,,
,,438,28095,0.7959285974502563,,
,,438,28095,,0.7890464067459106,
,0.001,,28096,,,
,0.001,,28099,,,
0.8019318580627441,,439,28099,,,
,0.001,,28149,,,
0.7729566693305969,,439,28149,,,
,,439,28159,0.7960067987442017,,
,,439,28159,,0.7890264391899109,
,0.001,,28160,,,
,0.001,,28199,,,
0.798401415348053,,440,28199,,,
,,440,28223,0.7959480881690979,,
,,440,28223,,0.7891414761543274,
,0.001,,28224,,,
,0.001,,28249,,,
0.7815348505973816,,441,28249,,,
,,441,28287,0.7958950400352478,,
,,441,28287,,0.7891416549682617,
,0.001,,28288,,,
,0.001,,28299,,,
0.7611761093139648,,442,28299,,,
,0.001,,28349,,,
0.8150678277015686,,442,28349,,,
,,442,28351,0.7959375977516174,,
,,442,28351,,0.7890636920928955,
,0.001,,28352,,,
,0.001,,28399,,,
0.7888200879096985,,443,28399,,,
,,443,28415,0.7960262298583984,,
,,443,28415,,0.78926020860672,
,0.001,,28416,,,
,0.001,,28449,,,
0.7565946578979492,,444,28449,,,
,,444,28479,0.7959678173065186,,
,,444,28479,,0.7892014384269714,
,0.001,,28480,,,
,0.001,,28499,,,
0.7959372401237488,,445,28499,,,
,,445,28543,0.7961557507514954,,
,,445,28543,,0.7891486883163452,
,0.001,,28544,,,
,0.001,,28549,,,
0.7896506786346436,,446,28549,,,
,0.001,,28599,,,
0.787382185459137,,446,28599,,,
,,446,28607,0.7960085868835449,,
,,446,28607,,0.7891243100166321,
,0.001,,28608,,,
,0.001,,28649,,,
0.7833227515220642,,447,28649,,,
,,447,28671,0.7958780527114868,,
,,447,28671,,0.789002537727356,
,0.001,,28672,,,
,0.001,,28699,,,
0.7715303897857666,,448,28699,,,
,,448,28735,0.7958889603614807,,
,,448,28735,,0.7890713810920715,
,0.001,,28736,,,
,0.001,,28749,,,
0.7870607376098633,,449,28749,,,
,0.001,,28799,,,
0.8119220733642578,,449,28799,,,
,,449,28799,0.795886218547821,,
,,449,28799,,0.789026141166687,
,0.001,,28800,,,
,0.001,,28849,,,
0.7832015752792358,,450,28849,,,
,,450,28863,0.7959112524986267,,
,,450,28863,,0.7890167236328125,
,0.001,,28864,,,
,0.001,,28899,,,
0.7969427108764648,,451,28899,,,
,,451,28927,0.7959321737289429,,
,,451,28927,,0.7890372276306152,
,0.001,,28928,,,
,0.001,,28949,,,
0.7974644899368286,,452,28949,,,
,,452,28991,0.7969257235527039,,
,,452,28991,,0.789470374584198,
,0.001,,28992,,,
,0.001,,28999,,,
0.8062286972999573,,453,28999,,,
,0.001,,29049,,,
0.8174365758895874,,453,29049,,,
,,453,29055,0.7958935499191284,,
,,453,29055,,0.7892972230911255,
,0.001,,29056,,,
,0.001,,29099,,,
0.7822839617729187,,454,29099,,,
,,454,29119,0.7960917353630066,,
,,454,29119,,0.7890774607658386,
,0.001,,29120,,,
,0.001,,29149,,,
0.7685546278953552,,455,29149,,,
,,455,29183,0.7962244153022766,,
,,455,29183,,0.7890828847885132,
,0.001,,29184,,,
,0.001,,29199,,,
0.7655458450317383,,456,29199,,,
,,456,29247,0.7959508299827576,,
,,456,29247,,0.789250910282135,
,0.001,,29248,,,
,0.001,,29249,,,
0.7887598872184753,,457,29249,,,
,0.001,,29299,,,
0.7735497951507568,,457,29299,,,
,,457,29311,0.795892596244812,,
,,457,29311,,0.7890915274620056,
,0.001,,29312,,,
,0.001,,29349,,,
0.7934883832931519,,458,29349,,,
,,458,29375,0.7958747148513794,,
,,458,29375,,0.789057195186615,
,0.001,,29376,,,
,0.001,,29399,,,
0.7827845811843872,,459,29399,,,
,,459,29439,0.7959067821502686,,
,,459,29439,,0.7889708876609802,
,0.001,,29440,,,
,0.001,,29449,,,
0.783050537109375,,460,29449,,,
,0.001,,29499,,,
0.7631067037582397,,460,29499,,,
,,460,29503,0.796026349067688,,
,,460,29503,,0.7890909910202026,
,0.001,,29504,,,
,0.001,,29549,,,
0.7906768321990967,,461,29549,,,
,,461,29567,0.7959900498390198,,
,,461,29567,,0.7891299724578857,
,0.001,,29568,,,
,0.001,,29599,,,
0.781697690486908,,462,29599,,,
,,462,29631,0.7960429191589355,,
,,462,29631,,0.7891400456428528,
,0.001,,29632,,,
,0.001,,29649,,,
0.785618245601654,,463,29649,,,
,,463,29695,0.7959466576576233,,
,,463,29695,,0.7890774607658386,
,0.001,,29696,,,
,0.001,,29699,,,
0.7675649523735046,,464,29699,,,
,0.001,,29749,,,
0.8010859489440918,,464,29749,,,
,,464,29759,0.7963691353797913,,
,,464,29759,,0.7891231775283813,
,0.001,,29760,,,
,0.001,,29799,,,
0.8188751935958862,,465,29799,,,
,,465,29823,0.7959411144256592,,
,,465,29823,,0.7896367907524109,
,0.001,,29824,,,
,0.001,,29849,,,
0.81241774559021,,466,29849,,,
,,466,29887,0.7958719730377197,,
,,466,29887,,0.7890764474868774,
,0.001,,29888,,,
,0.001,,29899,,,
0.7928162813186646,,467,29899,,,
,0.001,,29949,,,
0.8217000961303711,,467,29949,,,
,,467,29951,0.795901358127594,,
,,467,29951,,0.7890579700469971,
,0.001,,29952,,,
,0.001,,29999,,,
0.7965532541275024,,468,29999,,,
,,468,30015,0.7960379123687744,,
,,468,30015,,0.7890477180480957,
,0.001,,30016,,,
,0.001,,30049,,,
0.7961074113845825,,469,30049,,,
,,469,30079,0.7959455847740173,,
,,469,30079,,0.7891964316368103,
,0.001,,30080,,,
,0.001,,30099,,,
0.7985954880714417,,470,30099,,,
,,470,30143,0.7958965301513672,,
,,470,30143,,0.7890850901603699,
,0.001,,30144,,,
,0.001,,30149,,,
0.7435063719749451,,471,30149,,,
,0.001,,30199,,,
0.7937930226325989,,471,30199,,,
,,471,30207,0.7959631681442261,,
,,471,30207,,0.7889728546142578,
,0.001,,30208,,,
,0.001,,30249,,,
0.7908804416656494,,472,30249,,,
,,472,30271,0.7959091067314148,,
,,472,30271,,0.7890043258666992,
,0.001,,30272,,,
,0.001,,30299,,,
0.7978631258010864,,473,30299,,,
,,473,30335,0.7960074543952942,,
,,473,30335,,0.7890598177909851,
,0.001,,30336,,,
,0.001,,30349,,,
0.7931250333786011,,474,30349,,,
,0.001,,30399,,,
0.8041945695877075,,474,30399,,,
,,474,30399,0.7958827614784241,,
,,474,30399,,0.7890821099281311,
,0.001,,30400,,,
,0.001,,30449,,,
0.79378342628479,,475,30449,,,
,,475,30463,0.7959272265434265,,
,,475,30463,,0.7889785766601562,
,0.001,,30464,,,
,0.001,,30499,,,
0.8087202906608582,,476,30499,,,
,,476,30527,0.7960330843925476,,
,,476,30527,,0.7890602350234985,
,0.001,,30528,,,
,0.001,,30549,,,
0.7548460960388184,,477,30549,,,
,,477,30591,0.7959188222885132,,
,,477,30591,,0.7890522480010986,
,0.001,,30592,,,
,0.001,,30599,,,
0.7877435684204102,,478,30599,,,
,0.001,,30649,,,
0.7833757996559143,,478,30649,,,
,,478,30655,0.7958436608314514,,
,,478,30655,,0.789011538028717,
,0.001,,30656,,,
,0.001,,30699,,,
0.7899528741836548,,479,30699,,,
,,479,30719,0.7958822846412659,,
,,479,30719,,0.7891866564750671,
,0.001,,30720,,,
,0.001,,30749,,,
0.769248366355896,,480,30749,,,
,,480,30783,0.7959191799163818,,
,,480,30783,,0.7891249060630798,
,0.001,,30784,,,
,0.001,,30799,,,
0.7640759348869324,,481,30799,,,
,,481,30847,0.7959629893302917,,
,,481,30847,,0.7890964150428772,
,0.001,,30848,,,
,0.001,,30849,,,
0.8165455460548401,,482,30849,,,
,0.001,,30899,,,
0.7894449830055237,,482,30899,,,
,,482,30911,0.7958981990814209,,
,,482,30911,,0.7890482544898987,
,0.001,,30912,,,
,0.001,,30949,,,
0.7850587964057922,,483,30949,,,
,,483,30975,0.7959023714065552,,
,,483,30975,,0.7890223264694214,
,0.001,,30976,,,
,0.001,,30999,,,
0.7755610942840576,,484,30999,,,
,,484,31039,0.7959073781967163,,
,,484,31039,,0.789006233215332,
,0.001,,31040,,,
,0.001,,31049,,,
0.7821992635726929,,485,31049,,,
,0.001,,31099,,,
0.7864890694618225,,485,31099,,,
